Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
171,"M Malawski, A Gajek, A Zima, B Balis…","Serverless execution of scientific workflows: Experiments with hyperflow, aws lambda and google cloud functions",2020,"Future Generation …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X1730047X","https://scholar.google.com/scholar?cites=4624370824042484118&as_sdt=2005&sciodt=0,5&hl=en",162,"2023-11-04 14:24:16","","","","",,,,,171,57.00,34,5,3,"… We begin with an overview of serverless infrastructures in Section 2. In Section 3 we propose and discuss alternative options for serverless architectures of scientific workflow systems. …","https://home.agh.edu.pl/~malawski/Hyperflow_Functions_FGCS-preprint.pdf","https://scholar.google.com/scholar?q=related:lpG7dMMQLUAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
4,"M Nazari, S Goodarzy, E Keller…","Optimizing and extending serverless platforms: A survey",2021,"… on Software Defined …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9732138/","https://scholar.google.com/scholar?cites=14562130355731278776&as_sdt=2005&sciodt=0,5&hl=en",354,"2023-11-04 14:24:16","","","","",,,,,4,2.00,1,4,2,"… This paper presents a literature review on today’s Serverless platform optimizations and … the Serverless infrastructure. In the end, we will provide the current Serverless paradigm’s …","https://par.nsf.gov/servlets/purl/10414310","https://scholar.google.com/scholar?q=related:uKtLsmcUF8oJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
23,"M Obetz, S Patterson, A Milanova","Static call graph construction in {AWS} lambda serverless applications",2019,"… USENIX Workshop on Hot Topics in …","usenix.org","https://www.usenix.org/conference/hotcloud19/presentation/obetz","https://scholar.google.com/scholar?cites=5650582866596201385&as_sdt=2005&sciodt=0,5&hl=en",455,"2023-11-04 14:24:16","","","","",,,,,23,5.75,8,3,4,"… performing static program analysis on serverless programs. We propose a … serverless platform. We present findings on the applicability of our techniques to real open source serverless …","https://www.usenix.org/system/files/hotcloud19-paper-obetz.pdf","https://scholar.google.com/scholar?q=related:qQNg2S3nak4J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
50,"M Roberts, J Chapin","What is Serverless?",2017,"","symphonia.io","https://symphonia.io/what-is-serverless.pdf","https://scholar.google.com/scholar?cites=17788961089373617483&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-11-04 14:24:16","BOOK","","","",,,,,50,8.33,25,2,6,"… In this report we explain what Serverless really means and what its significant benefits are. … be considered Serverless, but not all—we’ll define what we think differentiates a Serverless …","https://symphonia.io/what-is-serverless.pdf","https://scholar.google.com/scholar?q=related:Sz1cX9wV3_YJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
11,"M Sadaqat, R Colomo-Palacios, LES Knudsen","Serverless computing: a multivocal literature review",2018,"","hiof.brage.unit.no","https://hiof.brage.unit.no/hiof-xmlui/handle/11250/2577600","https://scholar.google.com/scholar?cites=6319332627284804425&as_sdt=2005&sciodt=0,5&hl=en",252,"2023-11-04 14:24:16","","","","",,,,,11,2.20,4,3,5,"… serverless computing, its benefits, challenges and what lies in the foreseen future of the serverless … to better comprehend the state-of-art on serverless computing. The study shows that …","https://hiof.brage.unit.no/hiof-xmlui/bitstream/handle/11250/2577600/SadagatServerless2017.pdf?sequence=2","https://scholar.google.com/scholar?q=related:ScPYEovHslcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
24,"M Sciabarrà","LEARNING APACHE OPENWHISK: developing open serverless solutions",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=gEqgDwAAQBAJ&oi=fnd&pg=PP1&dq=serverless&ots=X6pks4KA0M&sig=u_yq9wjT3_5iccE5AhghtPBoZNM","https://scholar.google.com/scholar?cites=8619718126594793663&as_sdt=2005&sciodt=0,5&hl=en",229,"2023-11-04 14:24:16","BOOK","","","",,,,,24,6.00,24,1,4,"… Serverless computing is the foundation of a cloud-native transformation that is ongoing in … of the serverless promise. So in February 2015, we set out to build a serverless platform for the …","","https://scholar.google.com/scholar?q=related:v6Cth_djn3cJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
57,"M Sewak, S Singh","Winning in the era of serverless computing and function as a service",2018,"2018 3rd International Conference for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8529465/","https://scholar.google.com/scholar?cites=17437509788579039326&as_sdt=2005&sciodt=0,5&hl=en",71,"2023-11-04 14:24:16","","","","",,,,,57,11.40,29,2,5,"… of machine resources in serverless computing. The serverless architectures allows the … FaaS may be assumed as a subset of Serverless Computing, in which, instead of coding a …","https://www.researchgate.net/profile/Mohit-Sewak/publication/328957004_Winning_in_the_Era_of_Serverless_Computing_and_Function_as_a_Service/links/61951ee83068c54fa5f562d7/Winning-in-the-Era-of-Serverless-Computing-and-Function-as-a-Service.pdf","https://scholar.google.com/scholar?q=related:Xoimy8N6_vEJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
412,"M Shahrad, R Fonseca, I Goiri, G Chaudhry…","Serverless in the wild: Characterizing and optimizing the serverless workload at a large cloud provider",2020,"2020 USENIX annual …","usenix.org","https://www.usenix.org/conference/atc20/presentation/shahrad","https://scholar.google.com/scholar?cites=8072301370768858862&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-11-04 14:24:16","","","","",,,,,412,137.33,82,5,3,"Function as a Service (FaaS) has been gaining popularity as a way to deploy computations to serverless backends in the cloud. This paradigm shifts the complexity of allocating and …","https://www.usenix.org/system/files/atc20-shahrad.pdf","https://scholar.google.com/scholar?q=related:7p6T7FOTBnAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
16,"M Stein","The serverless scheduling problem and noah",2018,"arXiv preprint arXiv:1809.06100","arxiv.org","https://arxiv.org/abs/1809.06100","https://scholar.google.com/scholar?cites=10737092892903480513&as_sdt=2005&sciodt=0,5&hl=en",281,"2023-11-04 14:24:16","","","","",,,,,16,3.20,16,1,5,"… With serverless, the provider needs to solve both the load balancing and the allocation. This work reviews the current Apache OpenWhisk serverless … cost of each serverless function. …","https://arxiv.org/pdf/1809.06100","https://scholar.google.com/scholar?q=related:wRziORnRAZUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
10,"M Steinbach, A Jindal, M Chadha, M Gerndt…","Tppfaas: Modeling serverless functions invocations via temporal point processes",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9684420/","https://scholar.google.com/scholar?cites=5545109852442788860&as_sdt=2005&sciodt=0,5&hl=en",342,"2023-11-04 14:24:16","","","","",,,,,10,10.00,2,5,1,"Serverless computing is a cloud computing paradigm that allows … Serverless applications based on this model are often … of OpenWhisk open-source serverless platform. TppFaaS uses …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09684420.pdf","https://scholar.google.com/scholar?q=related:_ANfEwgw9EwJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
14,"M Stigler, M Stigler","Understanding serverless computing",2018,"Beginning Serverless Computing: Developing with …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-3084-8_1","https://scholar.google.com/scholar?cites=3519346311182016221&as_sdt=2005&sciodt=0,5&hl=en",81,"2023-11-04 14:24:16","","10.1007/978-1-4842-3084-8_1","","",,,,,14,2.80,7,2,5,"… serverless computing will consider serverless applications to be simply “in the cloud.” While most serverless … that these applications are entirely serverless. The applications still run on …","","https://scholar.google.com/scholar?q=related:3d6V39I61zAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
21,"M Stigler, M Stigler","Beginning Serverless Computing",2018,"","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4842-3084-8.pdf","https://scholar.google.com/scholar?cites=103248934824972772&as_sdt=2005&sciodt=0,5&hl=en",233,"2023-11-04 14:24:16","BOOK","10.1007/978-1-4842-3084-8","","",,,,,21,4.20,11,2,5,"… Serverless architecture encompasses many things, and before jumping into creating serverless applications, it is important to understand exactly what serverless computing is, how it …","","https://scholar.google.com/scholar?q=related:5BGu81vQbgEJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
9,"M Szalay, P Matray, L Toka","Real-time faas: Towards a latency bounded serverless cloud",2022,"IEEE Transactions on Cloud …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9714028/","https://scholar.google.com/scholar?cites=7953887836613251973&as_sdt=2005&sciodt=0,5&hl=en",360,"2023-11-04 14:24:16","","","","",,,,,9,9.00,3,3,1,"Today, Function-as-a-Service is the most promising concept of serverless cloud computing. It makes possible for developers to focus on application development without any system …","http://real.mtak.hu/150475/1/TCC__Real_Time_FaaS__Towards_a_Latency_Bounded_Serverless_Cloud___NOT_COLORED.pdf","https://scholar.google.com/scholar?q=related:hROijNjiYW4J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
13,"M Sánchez-Artigas, GT Eizaguirre, G Vernik…","Primula: A practical shuffle/sort operator for serverless computing",2020,"Proceedings of the 21st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3429357.3430522","https://scholar.google.com/scholar?cites=16117431320709472232&as_sdt=2005&sciodt=0,5&hl=en",478,"2023-11-04 14:24:16","","10.1145/3429357.3430522","","",,,,,13,4.33,3,4,3,"… of serverless functions for a simple sort job. We report our experience in designing Primula, a serverless … (eg, 3x faster than a serverless Spark backend and 62% slower than a hybrid …","","https://scholar.google.com/scholar?q=related:6J-kcmSerN8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
18,"M Sánchez-Artigas, PG Sarroca","Experience paper: Towards enhancing cost efficiency in serverless machine learning training",2021,"Proceedings of the 22nd international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3464298.3494884","https://scholar.google.com/scholar?cites=17258561016233859727&as_sdt=2005&sciodt=0,5&hl=en",216,"2023-11-04 14:24:16","","10.1145/3464298.3494884","","",,,,,18,9.00,9,2,2,"Function-as-a-Service (FaaS) has raised a growing interest in how to ""tame"" serverless to enable domain-specific use cases such as data-intensive applications and machine learning (…","","https://scholar.google.com/scholar?q=related:jxoG8825gu8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
171,"M Von Arb, M Bader, M Kuhn…","Veneta: Serverless friend-of-friend detection in mobile social networking",2008,"2008 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4654233/","https://scholar.google.com/scholar?cites=14290331109575422164&as_sdt=2005&sciodt=0,5&hl=en",166,"2023-11-04 14:24:16","","","","",,,,,171,11.40,43,4,15,"Recently, mobile social software has become an active area of research and development. A multitude of systems have been proposed over the past years that try to follow the success …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c7633d4963c5675573558b2df6d44a7765d4333d","https://scholar.google.com/scholar?q=related:1PD0RG50UcYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
35,"M Wawrzoniak, I Müller…","Boxer: Data analytics on network-enabled serverless platforms",2021,"11th Annual …","research-collection.ethz.ch","https://www.research-collection.ethz.ch/handle/20.500.11850/456492","https://scholar.google.com/scholar?cites=9415182326964099746&as_sdt=2005&sciodt=0,5&hl=en",243,"2023-11-04 14:24:16","","","","",,,,,35,17.50,12,3,2,"Serverless is an attractive platform for a variety of … , OLAP, or ML) existing serverless platforms are inadequate and … used to implement data processing on serverless platforms in a more …","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/456492/2/boxer-cidr21.pdf","https://scholar.google.com/scholar?q=related:oho7TnFyqYIJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
18,"M Wu, Z Mi, Y Xia","A survey on serverless computing and its implications for jointcloud computing",2020,"2020 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9183650/","https://scholar.google.com/scholar?cites=3916181103997314660&as_sdt=2005&sciodt=0,5&hl=en",92,"2023-11-04 14:24:16","","","","",,,,,18,6.00,6,3,3,"… of applications suitable for serverless, the performance … in serverless and shed light on the unresolved issues. We also discuss the opportunities and challenges in integrating serverless …","https://drive.google.com/file/d/1_4_sItbCMfHqhcyibz5Sg6AOZf6sqtet/view","https://scholar.google.com/scholar?q=related:ZGbbG_cRWTYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
35,"M Wurster, U Breitenbücher, K Képes…","Modeling and automated deployment of serverless applications using TOSCA",2018,"2018 IEEE 11th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8599581/","https://scholar.google.com/scholar?cites=9041016971271485707&as_sdt=2005&sciodt=0,5&hl=en",208,"2023-11-04 14:24:16","","","","",,,,,35,7.00,9,4,5,"… Such functions constitute eventcentric serverless … of serverless architectures, it is often the case that serverless … providers offer capabilities to deploy serverless applications. Often, such …","https://www.iaas.uni-stuttgart.de/publications/INPROC-2018-48-Modeling-and-Automated-Deployment-of-Serverless-Applications-using-TOSCA.pdf","https://scholar.google.com/scholar?q=related:CznqtAgleH0J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
210,"M Yan, P Castro, P Cheng, V Ishakian","Building a chatbot with serverless computing",2016,"… on Mashups of Things and APIs","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3007203.3007217","https://scholar.google.com/scholar?cites=16442458594793510482&as_sdt=2005&sciodt=0,5&hl=en",41,"2023-11-04 14:24:16","","10.1145/3007203.3007217","","",,,,,210,30.00,53,4,7,"… serverless platform, where developers compose stateless functions together to perform useful actions. We describe our serverless … The serverless model improves the extensibility of our …","https://www.researchgate.net/profile/Vatche_Isahagian/publication/311755516_Building_a_Chatbot_with_Serverless_Computing/links/59da43c0458515a5bc2b3fbb/Building-a-Chatbot-with-Serverless-Computing.pdf","https://scholar.google.com/scholar?q=related:Ula84PlYL-QJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
14,"M Yu, T Cao, W Wang, R Chen","Following the data, not the function: Rethinking function orchestration in serverless computing",2023,"20th USENIX Symposium on …","usenix.org","https://www.usenix.org/conference/nsdi23/presentation/yu","https://scholar.google.com/scholar?cites=4987829079210196293&as_sdt=2005&sciodt=0,5&hl=en",274,"2023-11-04 14:24:16","","","","",,,,,14,14.00,4,4,1,"… Serverless computing is also economically appealing as it has zero idling cost: … serverless computing and discuss the limitations of function orchestration in current serverless …","https://www.usenix.org/system/files/nsdi23-yu.pdf","https://scholar.google.com/scholar?q=related:Rf2v8h5UOEUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
35,"M Yu, Z Jiang, HC Ng, W Wang…","Gillis: Serving large neural networks in serverless functions with automatic model partitioning",2021,"2021 IEEE 41st …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9546452/","https://scholar.google.com/scholar?cites=14207749513347672771&as_sdt=2005&sciodt=0,5&hl=en",177,"2023-11-04 14:24:16","","","","",,,,,35,17.50,7,5,2,"… However, serverless functions have constrained resources in CPU and … , a serverlessbased model serving system that automatically partitions a large model across multiple serverless …","https://www.cse.ust.hk/~weiwa/papers/gillis-icdcs21.pdf","https://scholar.google.com/scholar?q=related:wyrREOgQLMUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
18,"M Zhang, C Krintz, R Wolski","Edge‐adaptable serverless acceleration for machine learning Internet of Things applications",2021,"Software: Practice and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2944","https://scholar.google.com/scholar?cites=4338189309889376510&as_sdt=2005&sciodt=0,5&hl=en",298,"2023-11-04 14:24:16","","10.1002/spe.2944","","",,,,,18,9.00,6,3,2,"… in a serverless platform. Reference 21 provides another use case for accelerating serverless … Unique in our work, STOIC extends an existing serverless framework to support GPU …","https://par.nsf.gov/servlets/purl/10259917","https://scholar.google.com/scholar?q=related:_nBaUDFYNDwJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
22,"M Zhang, F Wang, Y Zhu, J Liu, Z Wang","Towards cloud-edge collaborative online video analytics with fine-grained serverless pipelines",2021,"Proceedings of the 12th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3458305.3463377","https://scholar.google.com/scholar?cites=10109808581722292987&as_sdt=2005&sciodt=0,5&hl=en",425,"2023-11-04 14:24:16","","10.1145/3458305.3463377","","",,,,,22,11.00,4,5,2,"… We then argue that the newly emerged serverless computing paradigm is the key to achieve … by fine-grained Serverless pipelines. It builds flexible serverless-based infrastructures to …","http://zwang.inflexionlab.org/publications/nossdav21-serverless.pdf","https://scholar.google.com/scholar?q=related:-8LATFdBTYwJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
46,"M Zhang, Y Zhu, C Zhang, J Liu","Video processing with serverless computing: A measurement study",2019,"Proceedings of the 29th ACM workshop …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3304112.3325608","https://scholar.google.com/scholar?cites=14069889309367715320&as_sdt=2005&sciodt=0,5&hl=en",154,"2023-11-04 14:24:16","","10.1145/3304112.3325608","","",,,,,46,11.50,12,4,4,"… emerging serverless computing have attracted significant attention in serverless computing powered video processing. However, how to implement and configure serverless functions to …","https://www2.cs.sfu.ca/~jcliu/Papers/VideoProcessing.pdf","https://scholar.google.com/scholar?q=related:-MXtCchJQsMJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
7,"M Zhang, Y Zhu, J Liu, F Wang…","Charmseeker: Automated pipeline configuration for serverless video processing",2022,"IEEE/ACM Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9802908/","https://scholar.google.com/scholar?cites=1386829552256857112&as_sdt=2005&sciodt=0,5&hl=en",293,"2023-11-04 14:24:16","","","","",,,,,7,7.00,1,5,1,"… fine-grained serverless … for serverless video processing pipelines. We first carefully examine the key steps and the performance bottlenecks for video processing over modern serverless …","https://sites.ji.sjtu.edu.cn/yifei-zhu/wp-content/uploads/sites/19/2023/08/CharmSeeker_Automated_Pipeline_Configuration_for_Serverless_Video_Processing.pdf","https://scholar.google.com/scholar?q=related:GLRISiECPxMJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
9,"MC Borges, S Werner, A Kilic","Faaster troubleshooting-evaluating distributed tracing approaches for serverless applications",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9610265/","https://scholar.google.com/scholar?cites=14716963246938791143&as_sdt=2005&sciodt=0,5&hl=en",334,"2023-11-04 14:24:16","","","","",,,,,9,4.50,3,3,2,"… a serverless composition introduces a new possible fault source and a new layer to obfuscate faults. Currently, serverless … Developers looking to observe their serverless compositions …","https://arxiv.org/pdf/2110.03471","https://scholar.google.com/scholar?q=related:5xxEahkoPcwJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
73,"MD Dahlin","Serverless network file systems",1995,"","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b5bd1ecfdd46544adfa9688026834b516701495a","https://scholar.google.com/scholar?cites=492193213586501918&as_sdt=2005&sciodt=0,5&hl=en",323,"2023-11-04 14:24:16","PDF","","","",,,,,73,2.61,73,1,28,"… of a failed component, the serverless design can also provide higher availability. This dissertation details the design of three serverless subsystems, each of which distributes a specific …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b5bd1ecfdd46544adfa9688026834b516701495a","https://scholar.google.com/scholar?q=related:HnGuuB6f1AYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
76,"ME Hoque, F Rahman, SI Ahamed, JH Park","Enhancing privacy and security of RFID system with serverless authentication and search protocols in pervasive environments",2010,"Wireless personal …","Springer","https://link.springer.com/article/10.1007/s11277-009-9786-0","https://scholar.google.com/scholar?cites=1090431250248168451&as_sdt=2005&sciodt=0,5&hl=en",392,"2023-11-04 14:24:16","","10.1007/s11277-009-9786-0","","",,,,,76,5.85,19,4,13,"… In this paper, we suggest serverless, forward secure and … feature is incorporated in the serverless system for the first time in … So in this paper we propose a serverless RFID tag searching …","https://www.academia.edu/download/48018741/s11277-009-9786-020160813-6868-1mjah00.pdf","https://scholar.google.com/scholar?q=related:A_QG23H9IQ8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
7,"ME Pakdil, RN Çelik","Serverless geospatial data processing workflow system design",2022,"ISPRS International Journal of Geo-Information","mdpi.com","https://www.mdpi.com/2220-9964/11/1/20?utm_campaign=releaseissue_ijgiutm_medium=emailutm_source=releaseissueutm_term=titlelink22","https://scholar.google.com/scholar?cites=4562618270289719415&as_sdt=2005&sciodt=0,5&hl=en",344,"2023-11-04 14:24:16","HTML","","","",,,,,7,7.00,4,2,1,"… Serverless paradigm have become the most popular and frequently used technology within cloud computing. This paper reviews the serverless … using serverless technologies. In order …","https://www.mdpi.com/2220-9964/11/1/20?utm_campaign=releaseissue_ijgiutm_medium=emailutm_source=releaseissueutm_term=titlelink22","https://scholar.google.com/scholar?q=related:d3BTniStUT8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
15,"MM Rahman, MH Hasan","Serverless architecture for big data analytics",2019,"2019 Global Conference for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8978443/","https://scholar.google.com/scholar?cites=15526488305146694480&as_sdt=2005&sciodt=0,5&hl=en",406,"2023-11-04 14:24:16","","","","",,,,,15,3.75,8,2,4,"… serverless architecture for big data analytics, also we show how to implement, maintain, and governance of a serverless big … data analytics and big data analytics in a serverless system. …","","https://scholar.google.com/scholar?q=related:UIuGxdkqedcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
31,"MO Mete, T Yomralioglu","Implementation of serverless cloud GIS platform for land valuation",2021,"International Journal of Digital Earth","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17538947.2021.1889056","https://scholar.google.com/scholar?cites=16200075587958439096&as_sdt=2005&sciodt=0,5&hl=en",248,"2023-11-04 14:24:16","","10.1080/17538947.2021.1889056","","",,,,,31,15.50,16,2,2,"… In this study, a serverless Cloud GIS framework is implemented for the … Serverless PostgreSQL database is created on Amazon Web Services (AWS). While adopting Aurora Serverless …","https://www.tandfonline.com/doi/pdf/10.1080/17538947.2021.1889056","https://scholar.google.com/scholar?q=related:uHy9Yuo60uAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
135,"MS Aslanpour, AN Toosi, C Cicconetti…","Serverless edge computing: vision and challenges",2021,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3437378.3444367","https://scholar.google.com/scholar?cites=16174934008960542553&as_sdt=2005&sciodt=0,5&hl=en",35,"2023-11-04 14:24:16","","10.1145/3437378.3444367","","",,,,,135,67.50,34,4,2,"… light on the Serverless new territory. Our in-depth analysis promotes a broad vision for bringing Serverless to the Edge Computing. It also issues major challenges for Serverless to be …","https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/70411/Gill%20Serverless%20Edge%20Computing%202021%20Accepted.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:WWd6XcjoeOAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
13,"MS Aslanpour, AN Toosi, MA Cheema…","Energy-aware resource scheduling for serverless edge computing",2022,"2022 22nd IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9826101/","https://scholar.google.com/scholar?cites=14994999628483700356&as_sdt=2005&sciodt=0,5&hl=en",474,"2023-11-04 14:24:16","","","","",,,,,13,13.00,3,4,1,"… energy-aware resource scheduling problem in Serverless edge computing, given a cluster … Serverless Functions: The unit of resource scheduling in our model is a function in Serverless…","https://www.researchgate.net/profile/Mohammad-Sadegh-Aslanpour/publication/359002359_Energy-Aware_Resource_Scheduling_for_Serverless_Edge_Computing/links/6221afae97401151d2fab41b/Energy-Aware-Resource-Scheduling-for-Serverless-Edge-Computing.pdf","https://scholar.google.com/scholar?q=related:hKbiFrfwGNAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
20,"MS Kurz","Distributed double machine learning with a serverless architecture",2021,"Companion of the ACM/SPEC International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447545.3451181","https://scholar.google.com/scholar?cites=12257889453955591196&as_sdt=2005&sciodt=0,5&hl=en",191,"2023-11-04 14:24:16","","10.1145/3447545.3451181","","",,,,,20,10.00,20,1,2,"… This paper explores serverless cloud computing for double … level of parallelism achievable with serverless computing. It allows to get … Python implementation DoubleMLServerless for the …","https://dl.acm.org/doi/pdf/10.1145/3447545.3451181","https://scholar.google.com/scholar?q=related:HKwHZ4PFHKoJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
66,"N Akhtar, A Raza, V Ishakian…","Cose: Configuring serverless functions using statistical learning",2020,"IEEE INFOCOM 2020 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9155363/","https://scholar.google.com/scholar?cites=1398629848807758388&as_sdt=2005&sciodt=0,5&hl=en",167,"2023-11-04 14:24:16","","","","",,,,,66,22.00,17,4,3,"… running time of serverless functions. To highlight the effects of parameter configuration on the performance and cost of serverless functions, we deployed serverless functions written in …","https://par.nsf.gov/servlets/purl/10194801","https://scholar.google.com/scholar?q=related:NNpx7m_uaBMJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
65,"N Bila, P Dettori, A Kanso, Y Watanabe…","Leveraging the serverless architecture for securing linux containers",2017,"2017 IEEE 37th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7979854/","https://scholar.google.com/scholar?cites=12092273838396547935&as_sdt=2005&sciodt=0,5&hl=en",232,"2023-11-04 14:24:16","","","","",,,,,65,10.83,13,5,6,"… Those policies can be enforced by the serverless framework … Another advantage of using the serverless archtiecture is … manager based on a serverless framework, namely OpenWhisk [7]…","http://www.cs.umd.edu/class/fall2017/cmsc414/readings/serverless.pdf","https://scholar.google.com/scholar?q=related:XyNgCP1i0KcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
54,"N Daw, U Bellur, P Kulkarni","Xanadu: Mitigating cascading cold starts in serverless function chain deployments",2020,"Proceedings of the 21st International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3423211.3425690","https://scholar.google.com/scholar?cites=436360223290938087&as_sdt=2005&sciodt=0,5&hl=en",228,"2023-11-04 14:24:16","","10.1145/3423211.3425690","","",,,,,54,18.00,18,3,3,"… applicability of the serverless computing framework. Existing serverless platforms are either … provisioning and management mechanisms of the serverless framework—an example is that …","https://www.researchgate.net/profile/Nilanjan-Daw/publication/347698258_Xanadu_Mitigating_cascading_cold_starts_in_serverless_function_chain_deployments/links/603362c8299bf1cc26e0888c/Xanadu-Mitigating-cascading-cold-starts-in-serverless-function-chain-deployments.pdf","https://scholar.google.com/scholar?q=related:59Jdp09DDgYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
